,index,filename,topic,department,province
28535,34387,道路运输证版式文件_60.csv,道路交通及管理,交通运输部门,浙江
28536,34388,道路运输证版式文件_61.csv,道路交通及管理,交通运输部门,浙江
28537,34389,道路运输证版式文件_62.csv,道路交通及管理,交通运输部门,浙江
28538,34390,道路运输证版式文件_63.csv,道路交通及管理,交通运输部门,浙江
28539,34391,道路运输证版式文件_64.csv,道路交通及管理,交通运输部门,浙江
28540,34392,道路运输证版式文件_65.csv,道路交通及管理,交通运输部门,浙江
28541,34393,道路运输证版式文件_66.csv,道路交通及管理,交通运输部门,浙江
28542,34394,道路运输证版式文件_67.csv,道路交通及管理,交通运输部门,浙江
28543,34395,道路运输证版式文件_68.csv,道路交通及管理,交通运输部门,浙江
28544,34396,道路运输证版式文件_69.csv,道路交通及管理,交通运输部门,浙江
28545,34397,道路运输证版式文件_7.csv,道路交通及管理,交通运输部门,浙江
28546,34398,道路运输证版式文件_70.csv,道路交通及管理,交通运输部门,浙江
28547,34399,道路运输证版式文件_71.csv,道路交通及管理,交通运输部门,浙江
28548,34400,道路运输证版式文件_72.csv,道路交通及管理,交通运输部门,浙江
28549,34401,道路运输证版式文件_73.csv,道路交通及管理,交通运输部门,浙江
28550,34402,道路运输证版式文件_74.csv,道路交通及管理,交通运输部门,浙江
28551,34403,道路运输证版式文件_75.csv,道路交通及管理,交通运输部门,浙江
28552,34404,道路运输证版式文件_76.csv,道路交通及管理,交通运输部门,浙江
28553,34405,道路运输证版式文件_77.csv,道路交通及管理,交通运输部门,浙江
28554,34406,道路运输证版式文件_78.csv,道路交通及管理,交通运输部门,浙江
28555,34407,道路运输证版式文件_79.csv,道路交通及管理,交通运输部门,浙江
28556,34408,道路运输证版式文件_8.csv,道路交通及管理,交通运输部门,浙江
28557,34409,道路运输证版式文件_80.csv,道路交通及管理,交通运输部门,浙江
28558,34410,道路运输证版式文件_81.csv,道路交通及管理,交通运输部门,浙江
28559,34411,道路运输证版式文件_82.csv,道路交通及管理,交通运输部门,浙江
28560,34412,道路运输证版式文件_83.csv,道路交通及管理,交通运输部门,浙江
28561,34413,道路运输证版式文件_84.csv,道路交通及管理,交通运输部门,浙江
28562,34414,道路运输证版式文件_85.csv,道路交通及管理,交通运输部门,浙江
28563,34415,道路运输证版式文件_86.csv,道路交通及管理,交通运输部门,浙江
28564,34416,道路运输证版式文件_87.csv,道路交通及管理,交通运输部门,浙江
28565,34417,道路运输证版式文件_88.csv,道路交通及管理,交通运输部门,浙江
28566,34418,道路运输证版式文件_89.csv,道路交通及管理,交通运输部门,浙江
28567,34419,道路运输证版式文件_9.csv,道路交通及管理,交通运输部门,浙江
28568,34420,道路运输证版式文件_90.csv,道路交通及管理,交通运输部门,浙江
28569,34421,道路运输证版式文件_91.csv,道路交通及管理,交通运输部门,浙江
28570,34422,道路运输证版式文件_92.csv,道路交通及管理,交通运输部门,浙江
28571,34423,道路运输证版式文件_93.csv,道路交通及管理,交通运输部门,浙江
28572,34424,道路运输证版式文件_94.csv,道路交通及管理,交通运输部门,浙江
28573,34425,道路运输证版式文件_95.csv,道路交通及管理,交通运输部门,浙江
28574,34426,道路运输证版式文件_96.csv,道路交通及管理,交通运输部门,浙江
28575,34427,道路运输证版式文件_97.csv,道路交通及管理,交通运输部门,浙江
28576,34428,道路运输证版式文件_98.csv,道路交通及管理,交通运输部门,浙江
28577,34429,道路运输证版式文件_99.csv,道路交通及管理,交通运输部门,浙江
28578,34430,道路运输证配发_0.xls,道路交通及管理,交通运输部门,山东
28579,34431,道路运输证（待理证）_3.csv,道路交通及管理,交通运输部门,山东
28589,34443,道路运输驾驶员继续教育诚信考核档案信息_0.csv,道路交通及管理,交通运输部门,山东
28593,34449,避灾安置场所信息_1.csv,公共安全,应急部门,浙江
28594,34450,避灾安置场所信息_2.csv,公共安全,应急部门,浙江
28595,34451,避灾安置场所信息_3.csv,公共安全,应急部门,浙江
28596,34452,避灾安置场所信息_4.csv,公共安全,应急部门,浙江
28597,34453,避灾安置场所情况统计信息.csv,公共安全,应急部门,浙江
28599,34457,邛崃市交运局-公共数据开放信息汇总-20191017.xls,道路交通及管理,交通运输部门,四川
28600,34458,邛崃市人力资源和社会保障局-2018年度民办职业培训学校检查评估情况汇总表.xls,教育事业,人力资源社会保障部门,四川
28601,34459,邛崃市人力资源和社会保障局-2019年上半年公开招聘事业单位工作人员拟聘用人员名单-第一批.xlsx,行政,人力资源社会保障部门,四川
28602,34460,邛崃市人力资源和社会保障局-国有邛崃市公共交通有限公司公开招聘企业雇员招聘信息表.xlsx,道路交通及管理,人力资源社会保障部门,四川
28603,34464,邛崃市住建局-邛崃市公园基本情况表.xlsx,园林绿地,住房城乡建设部门,四川
28604,34465,邛崃市住建局-邛崃市农集区住宅物业服务项目基本情况表.xlsx,居民住房,住房城乡建设部门,四川
28605,34467,邛崃市农业农村局-邛崃市2019年小麦适度规模化生产情况公示表.xlsx,农业生产,农业农村部门,四川
28606,34468,邛崃市农业农村局-邛崃市2019年水稻适度规模化生产情况公示表.xlsx,农业生产,农业农村部门,四川
28607,34469,邛崃市医保局-邛崃市定点医疗机构信息表.xlsx,医疗卫生,医保部门,四川
28608,34470,邛崃市卫生健康局-医疗机构信息.xls,医疗卫生,卫生健康委员会,四川
28609,34471,邛崃市卫生健康局-预防接种门诊(2).xlsx,医疗卫生,卫生健康委员会,四川
28610,34472,邛崃市司法局-律师事务所信息.xls,法律,司法部门,四川
28611,34473,邛崃市司法局-法律援助机构信息.xls,法律,司法部门,四川
28612,34474,邛崃市就业服务管理局-2019年邛崃市大学生创业补贴表.xlsx,人才引进,人力资源社会保障部门,四川
28613,34475,邛崃市就业服务管理局-邛崃市全民免费培训技能提升补贴人员名单.xlsx,就业失业,人力资源社会保障部门,四川
28614,34476,邛崃市就业服务管理局-邛崃市参保职工技能提升补贴公示表.xlsx,就业失业,人力资源社会保障部门,四川
28615,34480,邛崃市应急管理局-烟花爆竹经营（零售）许可证登记表.xls,公共安全,应急部门,四川
28616,34482,邛崃市文化体育和旅游局-文物保护单位统计表.xls,文化,文化广播电视和旅游部门,四川
28617,34483,邛崃市文化体育和旅游局-纳入成都市历史保护名录信息表.xlsx,文化,文化广播电视和旅游部门,四川
28618,34484,邛崃市民政局-养老机构信息.xlsx,社会救助及保障,民政部门,四川
28619,34485,邛崃市民政局-变更社会组织名单信息表.xlsx,社会组织,民政部门,四川
28620,34486,邛崃市民政局-新增社会组织名单信息表.xlsx,社会组织,民政部门,四川
28621,34488,邛崃市民政局-注销社会组织名单信息表.xlsx,社会组织,民政部门,四川
28622,34490,邛崃市生态环境局-2019年第2季度邛崃市城市功能区声环境质量达标情况表.xlsx,城乡环卫,生态环境及自然资源部门,四川
28623,34491,邛崃市生态环境局-2019年第三季度千吨万人乡镇集中式饮用水水源地水质监测表.xlsx,城市供给,生态环境及自然资源部门,四川
28624,34492,邛崃市生态环境局-2019年第三季度河流水质评价结果表.xlsx,自然资源,生态环境及自然资源部门,四川
28625,34493,邛崃市经科局-供电公司供电所地址信息表.xls,城市供给,科技部门,四川
28626,34494,邛崃市综合执法局-公共数据开放信息汇总-20191017.xls,行政,城市管理行政执法及审批部门,四川
28631,34499,那坡县医疗机构设置审批（含港澳台）_0.csv,医疗卫生,医院及社区卫生服务机构,广西
28632,34500,那坡县应建防空地下室的新建民用建筑项目防空地下室防护设计（施工）审查_0.csv,公共安全,人防部门,广西
28642,34511,邮政局所安全防范设施设计审核及工程验收公安局_1596678595154.xls,公共安全,公安部门,广东
28643,34512,邮政局（所）安全防范设施设计审核及工程验收（公安局）_1568881610116119.xls,公共安全,公安部门,广东
28651,34524,邹城市交运局_车辆道路运输证业务办理_0.xls,道路交通及管理,交通运输部门,山东
28652,34525,邹城市交运局_车辆道路运输证年审_0.xls,道路交通及管理,交通运输部门,山东
28653,34526,邹城市交运局_车辆道路运输证配发_0.xls,道路交通及管理,交通运输部门,山东
28654,34527,邹城市公安局_民用爆炸物品购买许可证核发_0.xls,公共安全,公安部门,山东
28655,34528,邹城市公安局_民用爆炸物品运输许可证核发_0.xls,公共安全,公安部门,山东
28656,34529,邹城市农业机械管理局_核发_0.xls,农业资料,农业农村部门,山东
28658,34531,邹城市卫生和计划生育局_公共场所卫生许可_0.xls,医疗卫生,卫生健康委员会,山东
28659,34532,邹城市卫生和计划生育局_再生育审批_0.xls,医疗卫生,卫生健康委员会,山东
28660,34533,邹城市卫生和计划生育局_变更注册_0.csv,医疗卫生,卫生健康委员会,山东
28661,34535,邹城市卫生和计划生育局_注册_0.xls,医疗卫生,卫生健康委员会,山东
28662,34536,邹城市卫生和计划生育局_省外计生服务管理关系迁移_0.xls,医疗卫生,卫生健康委员会,山东
28663,34537,邹城市卫计局_计划生育家庭奖励扶助_0.csv,社会救助及保障,卫生健康委员会,山东
28664,34539,邹城市国土资源局_不动产登记资料信息查询_0.xls,居民住房,住房城乡建设部门,山东
28665,34540,邹城市工商局_个体工商户变更登记_0.xls,非公经济,市场监管部门,山东
28666,34543,邹城市工商局_个体工商户注册登记_0.xls,非公经济,市场监管部门,山东
28667,34544,邹城市工商局_个体工商户注册登记_1.xls,非公经济,市场监管部门,山东
28668,34545,邹城市工商局_个体工商户注册登记_2.xls,非公经济,市场监管部门,山东
28669,34546,邹城市工商局_个体工商户注册登记_3.xls,非公经济,市场监管部门,山东
28670,34547,邹城市工商局_个体工商户注册登记_4.xls,非公经济,市场监管部门,山东
28671,34548,邹城市工商局_个体工商户注册登记_5.xls,非公经济,市场监管部门,山东
28672,34549,邹城市工商局_个体工商户注销登记_0.xls,非公经济,市场监管部门,山东
28673,34550,邹城市工商局_企业登记档案资料查询_0.xls,企业信息,市场监管部门,山东
28674,34551,邹城市工商局_公司（企业）变更登记_0.xls,企业信息,市场监管部门,山东
28675,34552,邹城市工商局_公司（企业）名称预先核准_0.xls,企业信息,市场监管部门,山东
28676,34553,邹城市工商局_公司（企业）注销登记_0.xls,企业信息,市场监管部门,山东
28677,34554,邹城市工商局_公司（企业）设立登记_0.xls,企业信息,市场监管部门,山东
28678,34555,邹城市档案局_利用档案馆未开放档案_0.xls,文化,机关事务管理部门,山东
28679,34556,邹城市档案馆（局）_档案利用服务_0.xls,文化,机关事务管理部门,山东
28680,34557,邹城市水利局_取水许可_0.xls,城市供给,水利、水务部门,山东
28681,34559,邹城市环境保护局_建设项目环境影响评价文件审批_0.xls,自然保护,生态环境及自然资源部门,山东
28682,34560,邹城市食品药品监督管理局_执业药师注册_0.xls,医疗卫生,药监部门,山东
28683,34561,邹城市食品药品监督管理局_核发_0.csv,行政,药监部门,山东
28684,34564,邹平市一村（社区）一法律顾问汇总信息表_0.xls,法律,司法部门,辽宁
28686,34566,郓城县卫生计生综合监督执法局公共场所监督详情信息_0.xls,医疗卫生,卫生健康委员会,山东
28688,34568,郓城县地方金融组织信息_0.xls,金融,财政部门,山东
28689,34569,郓城县城区内免费开放的公共体育场地信息_0.xls,体育,文体活动机构,山东
28690,34570,郓城县学前教育政府助学金公示名单信息_0.csv,教育事业,教育机构,山东
28691,34572,郓城县第二批县级非物质文化遗产名录信息_0.xls,文化,文体活动机构,山东
28696,34582,部门三公经费及预算_2018-04-08_10_27_51_1.xls,财政预算,生态环境及自然资源部门,贵州
28698,34585,部门主要职责信息_0.csv,行政,农业农村部门,山东
28701,34588,部门决算预算信息_0.xls,财政预算,住房城乡建设部门,山东
28702,34589,部门及其下属单位信息20190801.csv,行政,社会福利机构,江苏
28703,34590,部门地址及联系电话信息.csv,行政,民政部门,江苏
28704,34591,部门基本信息.csv,行政,生态环境及自然资源部门,江苏
28707,34594,部门支出总表_0.csv,财政收支,城市管理行政执法及审批部门,四川
28709,34596,部门收入总表_0.csv,财政收支,城市管理行政执法及审批部门,四川
28720,34611,部门预算_0.xls,财政预算,生态环境及自然资源部门,山东
28722,34613,部门预算专项类项目绩效目标表_0.csv,财政预算,城市管理行政执法及审批部门,四川
28728,34619,部门预算及“三公”经费预算_2017-04-05_17_18_44_1.xls,财政预算,财政部门,贵州
28729,34620,部门预算及“三公”经费预算_2017-04-05_17_56_08_1.xls,财政预算,水利、水务部门,贵州
28730,34621,部门预算及“三公”经费预算_2017-04-05_18_12_17_1.xls,财政预算,住房城乡建设部门,贵州
28731,34622,部门预算及“三公”经费预算_2017-04-05_18_17_35_1.xls,财政预算,文化广播电视和旅游部门,贵州
28732,34623,部门预算及“三公”经费预算_2018-04-10_14_34_54_3.xlsx,财政预算,住房城乡建设部门,贵州
28733,34624,部门预算及“三公”经费预算_2018-04-10_14_34_54_4.xlsx,财政预算,住房城乡建设部门,贵州
28734,34625,部门预算及“三公”经费预算_2020-11-20_15_59_27_1.xlsx,财政预算,司法部门,贵州
28745,34636,郫都区公交所有站名.xlsx,道路交通及管理,交通运输部门,四川
28746,34637,郫都区公交线路88.xls,道路交通及管理,交通运输部门,四川
28747,34638,郫都区医疗机构信息.xlsx,医疗卫生,医院及社区卫生服务机构,四川
28749,34640,郫都区律师事务所信息.xlsx,法律,司法部门,四川
28750,34641,郫都区星级农家乐（乡村酒店）统计表（2019.10.30）.xlsx,旅游,文化广播电视和旅游部门,四川
28751,34642,郫都区景区、旅游景点基本信息.xls,旅游,文化广播电视和旅游部门,四川
28753,34644,郫都区社区卫生服务机构信息.xlsx,医疗卫生,医院及社区卫生服务机构,四川
28759,34652,郯城县中职国家助学金发放信息_0.csv,教育事业,教育机构,山东
28761,34655,郯城县乡村建设工程规划许可证发证登记表_0.csv,建筑业,住房城乡建设部门,山东
28762,34658,郯城县二院医疗服务价格_0.csv,医疗卫生,医院及社区卫生服务机构,山东
28763,34660,郯城县二院药品价格_0.csv,医疗卫生,医院及社区卫生服务机构,山东
28765,34664,郯城县交通运输局行政执法人员资格清单_0.xls,行政,交通运输部门,山东
28766,34665,郯城县交通运输局道路运输质量信誉考核_0.csv,道路交通及管理,交通运输部门,山东
28767,34667,郯城县人员灵活就业社保补贴_0.xls,保险福利,人力资源社会保障部门,山东
28768,34668,郯城县作文获奖名单_0.xls,教育人员,教育及体育部门,山东
28769,34669,郯城县依法登记宗教活动场所统计表_0.xls,宗教事务,民族宗教部门,山东
28772,34674,郯城县公共卫生服务项目承担机构_0.csv,医疗卫生,医院及社区卫生服务机构,山东
28773,34676,郯城县公共服务事项_0.csv,行政,医院及社区卫生服务机构,山东
28774,34680,郯城县公开招聘教师聘用人员名单_0.xls,教育人员,教育机构,山东
28775,34681,郯城县养老护理员培训_0.xls,社会救助及保障,教育机构,山东
28779,34685,郯城县农村发展带头人培训信息_0.xls,农村发展,教育机构,山东
28780,34686,郯城县农资质量抽检_0.xls,商品质量及交易监管,市场监管部门,山东
28781,34687,郯城县初中优质课评比结果_0.csv,教育事业,教育机构,山东
28783,34690,郯城县医疗服务设施概况公开_0.csv,医疗卫生,医院及社区卫生服务机构,山东
28795,34708,郯城县安监局危化品企业安全生产检查信息_0.csv,公共安全,市场监管部门,山东
28796,34710,郯城县安监局危化科2018年度执法检查企业_0.csv,公共安全,市场监管部门,山东
28797,34712,郯城县安监局工贸科2018年度执法检查企业_0.csv,企业信息,市场监管部门,山东
28800,34718,郯城县少儿竞技体校学生管理_0.csv,体育,教育机构,山东
28804,34727,郯城县建设工程规划许可证发证_0.csv,建筑业,住房城乡建设部门,山东
28809,34739,郯城县教体局优秀电教作品_0.csv,教育人员,教育及体育部门,山东
28810,34741,郯城县教体局电化教育教学成绩奖_0.csv,教育人员,教育及体育部门,山东
28811,34743,郯城县教学质量奖_0.xls,教育人员,教育机构,山东
28813,34745,郯城县文化馆活动_0.xls,文化,文体活动机构,山东
28814,34747,郯城县春季学前助学金发放信息_0.csv,教育事业,教育机构,山东
28815,34749,郯城县春季高中助学金发放信息_0.csv,教育事业,教育机构,山东
28821,34757,郯城县档案馆全宗号索引_0.xls,文化,文体活动机构,山东
28825,34762,郯城县涉建单位涉建事项进驻情况梳理表_0.csv,财政收支,住房城乡建设部门,山东
28828,34768,郯城县物价局收费管理科监管对象_0.xls,行政,发展改革委员会,山东
28829,34769,郯城县物价局药品物价价目审核表_0.csv,医疗卫生,发展改革委员会,山东
28830,34772,郯城县环保局行政执法人员资格清单_0.xls,行政,生态环境及自然资源部门,山东
28834,34778,郯城县粮食局党员干部纪律作风集中整顿活动配档表_0.xls,行政,粮食和储备部门,山东
28835,34779,郯城县粮食局局机关党员“灯塔-党建在线”测试成绩_0.xls,行政,粮食和储备部门,山东
28845,34798,郯城县部分事业单位公开招聘教师类岗位进入体检考察范围人员名单_0.xls,行政,教育机构,山东
28846,34799,郯城县郯城县乡镇中心幼儿园情况统计_0.xls,教育事业,教育机构,山东
28847,34800,郯城县郯城县乡镇卫生院机构信息_0.csv,医疗卫生,医院及社区卫生服务机构,山东
28848,34802,郯城县郯城县园长岗位培训名单统计_0.xls,教育人员,教育机构,山东
28850,34805,郯城县郯城县安监局化工企业统计表_0.xls,公共安全,市场监管部门,山东
28851,34806,郯城县郯城县安监局培训统计表_0.xls,公共安全,市场监管部门,山东
28852,34807,郯城县郯城县安监局生产经营单位生产安全事故应急预案备案_0.csv,公共安全,市场监管部门,山东
28853,34809,郯城县郯城县幼儿园种子教师情况统计_0.xls,教育人员,教育机构,山东
28854,34812,郯城县郯城县教学成果先进单位名单_0.csv,教育人员,教育机构,山东
28857,34818,郯城县防空警报器安装点_0.xls,公共安全,人防部门,山东
28862,34823,郯城县高中优质课评比结果_0.csv,教育事业,教育机构,山东
28863,34825,郯城县高峰头幼儿园助学金_0.xls,教育事业,教育机构,山东
28874,34836,鄄城县中小学学校目录信息_0.csv,教育事业,教育机构,山东
28875,34837,鄄城县中等职业学校目录信息_0.xls,教育事业,教育机构,山东
28876,34838,鄄城县义务教育学校招生范围信息_0.csv,教育事业,教育机构,山东
28877,34839,鄄城县幼儿园学校信息_0.csv,教育事业,教育机构,山东
28886,34853,采供血机构.csv,医疗卫生,医院及社区卫生服务机构,江苏
28887,34854,采供血机构基本信息.xlsx,医疗卫生,医院及社区卫生服务机构,天津
28888,34855,采供血管理信息_0.csv,医疗卫生,医院及社区卫生服务机构,山东
28893,34865,采矿权出让和审批结果_12008828090949824349.csv,矿产资源及开发,生态环境及自然资源部门,江苏
28918,34891,重大展览展演活动_0.csv,文化,文体活动机构,四川
28919,34892,重大工程设备质量监理.xls,建筑业,市场监管部门,湖南
28921,34894,重大建设项目对森林公园生态环境及风景资源影响论证说明.xls,自然保护,生态环境及自然资源部门,湖南
28922,34896,重大教育教学问题研究成果项目名单_0.csv,科技活动项目,教育机构,山东
28923,34898,重大疑难案件审核委员会集体讨论信息_0.xls,行政,市场监管部门,山东
28924,34902,重大税收违法案件信息.csv,司法,税务部门,北京
28925,34903,重大税收违法案件信息202003 (1).xlsx,司法,税务部门,上海
28926,34904,重大税收违法案件信息_2019 (1).xlsx,司法,税务部门,上海
28931,34911,重点业务汇总信息_0.xls,行政,市场监管部门,山东
28935,34915,重点企业污染源排放气体监督监测数据（2017年度茌平县环保局）_0.csv,污染治理,生态环境及自然资源部门,山东
28938,34919,重点学科建设信息_0.csv,财政收支,卫生健康委员会,山东
28956,34942,重点建设项目名单_0.xls,财政收支,住房城乡建设部门,山东
28963,34949,重点文物保护单位_0.xls,文化,文体活动机构,山东
28980,34971,重点项目会议信息_0.xls,财政收支,教育机构,山东
28996,34994,野生动物驯养繁殖许可信息（法人）.csv,自然保护,农业农村部门,江苏
28998,34996,金乡县公安局_机动车登记_0.xls,道路交通及管理,公安部门,山东
28999,34997,金乡县公安局_机动车登记_1.xls,道路交通及管理,公安部门,山东
29000,34998,金乡县公安局_机动车登记_2.csv,道路交通及管理,公安部门,山东
29001,35000,金乡县农业局_农药经营许可_0.xls,农业资料,农业农村部门,山东
29002,35001,金乡县农业机械管理局_农业机械（拖拉机、联合收割机）登记证书和牌照核发_0.xls,农业资料,农业农村部门,山东
29003,35002,金乡县农业机械管理局_农业机械（拖拉机、联合收割机）驾驶证核发_0.xls,农业资料,农业农村部门,山东
29004,35003,金乡县卫生和计划生育局_公共场所卫生许可_0.csv,医疗卫生,卫生健康委员会,山东
29005,35005,金乡县卫生和计划生育局_再生育审批_0.xls,医疗卫生,卫生健康委员会,山东
29006,35006,金乡县卫计局_提供准予许可_0.xls,行政,卫生健康委员会,山东
29007,35007,金乡县城市管理行政执法局_临时占用城市道路_0.xls,道路交通及管理,城市管理行政执法及审批部门,山东
29008,35008,金乡县城市管理行政执法局_在城市建筑物、设施上张挂、张贴宣传品审批_0.xls,城市建设,城市管理行政执法及审批部门,山东
29009,35009,金乡县工商行政管理局_个人独资企业及分支机构变更登记_0.xls,企业信息,市场监管部门,山东
29010,35010,金乡县工商行政管理局_个人独资企业及分支机构注销登记_0.xls,企业信息,市场监管部门,山东
29011,35011,金乡县工商行政管理局_个体工商户变更登记_0.xls,非公经济,市场监管部门,山东
29012,35012,金乡县工商行政管理局_个体工商户注册登记_0.xls,非公经济,市场监管部门,山东
29013,35013,金乡县工商行政管理局_个体工商户注销登记_0.xls,非公经济,市场监管部门,山东
29014,35014,金乡县工商行政管理局_公司（企业)变更登记_0.xls,企业信息,市场监管部门,山东
29015,35015,金乡县工商行政管理局_公司（企业)注销登记_0.xls,企业信息,市场监管部门,山东
29016,35016,金乡县工商行政管理局_公司（企业)设立登记_0.xls,企业信息,市场监管部门,山东
29017,35017,金乡县工商行政管理局_农民专业合作社设立登记_0.xls,农村发展,市场监管部门,山东
29018,35018,金乡县机构编制委员会办公室_事业单位法人变更登记_0.xls,行政,国资部门,山东
29019,35019,金乡县水务局_取水许可_0.xls,城市供给,水利、水务部门,山东
29020,35020,金乡县环境保护局_建设项目环境影响评价文件审批（报告表）信息_0.xls,自然保护,生态环境及自然资源部门,山东
29021,35021,金乡县规划局_建设工程规划许可证（建设工程类）_0.xls,建筑业,住房城乡建设部门,山东
29022,35022,金乡县规划局_建设用地规划许可证_0.xls,建筑业,住房城乡建设部门,山东
29023,35023,金乡县食品药品监督管理局_食品经营许可证核发_0.xls,批发零售住宿餐饮业,药监部门,山东
29024,35024,金堂县_农业农村局_三级农业重大有害生物灾害事件 (2).xls,公共安全,农业农村部门,四川
29025,35025,金堂县_农业农村局_三级农业重大有害生物灾害事件.xls,公共安全,农业农村部门,四川
29026,35026,金堂县_农业农村局_二级农业重大有害生物灾害事件.xls,公共安全,农业农村部门,四川
29027,35027,金堂县_农业农村局_四级农业重大有害生物灾害事件.xls,公共安全,农业农村部门,四川
29028,35028,金堂县_卫生健康局_助产机构信息.xlsx,医疗卫生,卫生健康委员会,四川
29029,35029,金堂县_卫生健康局_医疗机构信息.xlsx,医疗卫生,卫生健康委员会,四川
29030,35030,金堂县_卫生健康局_注册民营医院信息.xlsx,医疗卫生,卫生健康委员会,四川
29031,35031,金堂县_卫生健康局_社区卫生服务机构信息.xlsx,医疗卫生,卫生健康委员会,四川
29032,35032,金堂县_卫生健康局_预防接种疫苗信息.xlsx,医疗卫生,卫生健康委员会,四川
29033,35033,金堂县_卫生健康局_预防接种门诊信息.xlsx,医疗卫生,卫生健康委员会,四川
29035,35035,金堂县_教育局_不予处罚事项清单.xlsx,教育事业,教育及体育部门,四川
29036,35036,金堂县_教育局_从轻处罚事项清单.xlsx,教育事业,教育及体育部门,四川
29037,35037,金堂县_教育局_减轻处罚事项清单.xlsx,教育事业,教育及体育部门,四川
29038,35038,金堂县_文旅局_文保单位文物安全管理责任单位和责任人清单.xlsx,文化,文化广播电视和旅游部门,四川
29039,35039,金堂县_法律援助机构.xlsx,法律,社会援助救助机构,四川
29040,35040,金堂县_行政审批局_公共服务事项清单.xlsx,行政,城市管理行政执法及审批部门,四川
29041,35041,金堂县_财政局_2018年金堂县政府性基金目录清单.xls,财政收支,财政部门,四川
29042,35042,金堂县_财政局_2019年政府性基金收费目录.xls,财政收支,财政部门,四川
29043,35043,金堂县_财政局_2019年涉企行政事业性收费项目目录.xls,行政,财政部门,四川
29044,35044,金堂县_财政局_2019年行政事业性收费项目目录.xls,行政,财政部门,四川
29045,35045,金堂县_财政局_行政事业性收费项目目录(1).xls,行政,财政部门,四川
29048,35049,金堂县幼儿园年检信息+(1).xlsx,教育事业,教育机构,四川
29050,35052,金属冶炼建设项目安全设施设计编制.xls,公共安全,应急部门,湖南
29051,35053,金属冶炼建设项目安全评价报告编制.xls,公共安全,应急部门,湖南
29054,35059,金帆艺术团.csv,文化,教育机构,北京
29058,35063,金牛区养老机构信息.xlsx,社会救助及保障,社会福利机构,四川
29059,35064,金牛区医疗机构信息.xlsx,医疗卫生,医院及社区卫生服务机构,四川
29060,35065,金牛区学校基本信息.xlsx,教育事业,教育机构,四川
29061,35066,金牛区文物保护单位信息.xlsx,文化,文体活动机构,四川
29063,35069,金牛区法律援助机构信息.xlsx,法律,社会援助救助机构,四川
29064,35070,金牛区物业服务区域信息.xls,居民住房,基层管理机构,四川
29068,35075,金牛区预防接种门诊信息.xls,医疗卫生,医院及社区卫生服务机构,四川
29094,35102,金融机构营业场所、金库安全防范设施建设方案审批及工程验收_(开放)_0.xls,金融,公安部门,山东
29127,35144,销售、供应未经检验合格或未附质量检验合格证的林木种苗的处罚.xls,商品质量及交易监管,林草部门,湖南
29128,35148,锡山区美容医疗机构和有医疗美容科室的医疗机构名单_11896626363743837742.csv,医疗卫生,医院及社区卫生服务机构,江苏
29130,35150,锦江区民办学历学校基本情况.xlsx,教育事业,教育机构,四川
29131,35151,锦江区行政审批局审批民办学校基本信息.xlsx,教育事业,城市管理行政执法及审批部门,四川
29134,35156,镇街公共服务事项目录信息_0.csv,行政,基层管理机构,山东
29136,35159,镇街道人社所信息_0.xls,民生服务,基层管理机构,山东
29157,35186,长岛县义务教育免费教科书目录_0.xls,教育事业,教育机构,山东
29159,35190,长岛县交通运输局各科室联系方式_0.xls,行政,交通运输部门,山东
29160,35191,长岛县交通运输局执法人员信息_0.csv,行政,交通运输部门,山东
29161,35194,长岛县交通运输局自建行政处罚业务系统调研表_0.xls,行政,交通运输部门,山东
29163,35196,长岛县人力资源和社会保障局各科室联系方式_0.xls,行政,人力资源社会保障部门,山东
29164,35197,长岛县人力资源和社会保障局工作人员信息_0.xls,行政,人力资源社会保障部门,山东
29165,35198,长岛县人社局2018年企业养老保险关系转移办理信息_0.xls,保险福利,人力资源社会保障部门,山东
29166,35199,长岛县人社局2018年企业养老保险增减员信息_0.xls,保险福利,人力资源社会保障部门,山东
29167,35200,长岛县人社局2018年居民养老保险参保缴费信息_0.xls,保险福利,人力资源社会保障部门,山东
29168,35201,长岛县人社局2018年工伤生育保险办理信息_0.xls,保险福利,人力资源社会保障部门,山东
29169,35202,长岛县人社局2018年异地就医信息_0.xls,医疗卫生,人力资源社会保障部门,山东
29170,35203,长岛县人社局2018年统筹病种认定信息_0.xls,医疗卫生,人力资源社会保障部门,山东
29171,35204,长岛县人社局党员信息_0.xls,行政,人力资源社会保障部门,山东
29172,35205,长岛县人社局党总支“大学习、大调研、大改进”学习配档表_0.xls,行政,人力资源社会保障部门,山东
29173,35206,长岛县人社局创业补贴扶持名单_0.xls,人才引进,人力资源社会保障部门,山东
29174,35209,长岛县人社局小额担保贷款财政补贴审核信息表_0.xls,金融,人力资源社会保障部门,山东
29175,35210,长岛县人社局就业和失业登记名单_0.xls,就业失业,人力资源社会保障部门,山东
29176,35211,长岛县人社局深化“一次办好”改革领导小组成员名单_0.xls,行政,人力资源社会保障部门,山东
29177,35212,长岛县人社局监察与调解仲裁管理办公室学习计划表_0.xls,法律,人力资源社会保障部门,山东
29178,35214,长岛县人社局行政处罚权力事项清单_0.xls,行政,人力资源社会保障部门,山东
29180,35218,长岛县住建局发稿信息台账._0.csv,行政,住房城乡建设部门,山东
29181,35220,长岛县住建局安全报建手续._0.xls,公共安全,住房城乡建设部门,山东
